ID;Name;Is Active;City Insee Code;Address;Zip Code;Siret;France Services Label;Nombre d'aidants;Nombre D'usagers Uniques;Nombre De Demarche Par Structure;Nombre Demarche Argent;Nombre Demarche Etranger;Nombre Demarche Famille;Nombre Demarche Justice;Nombre Demarche Loisirs;Nombre Demarche Papier;Nombre Demarche Social;Nombre Demarche Transport;Nombre Demarche Travail;Nombre Demarche Logement
184;Pôle Médico-Social d'ANNEMASSE;TRUE;74012;"19 Avenue Emile Zola ANNEMASSE

Autre adresse :
DET Du Genevois 
2, bis Léon Bourgeois
74100 VILLE-LA-GRAND";74100;22 740 001 700 074;FALSE;16;;;;;;;;;;;;
185;PMS de Douvaine;TRUE;74263;Le Richelieu, 8, rue du Bourg Neuf;74140;22 740 001 700 074;FALSE;7;5;47;6;;20;;;10;20;;5;5
186;POLE MEDICO-SOCIAL DE BONNEVILLE;TRUE;74042;50 RUE SAINTE-CATHERINE BONNEVILLE;74130;22 740 001 700 074;FALSE;9;;;;;;;;;;;;
187;Pôle Medico-social de Rumilly;TRUE;74225;16 avenue Edouard André;74150;22 740 001 700 074;FALSE;10;;;;;;;;;;;;
188;POLE MEDICO-SOCIAL  DE PASSY/SAINT GERVAIS;TRUE;74208;176 AVENUE DE MARLIOZ;74190;22 740 001 700 074;FALSE;3;;;;;;;;;;;;
189;PMS THONON OUEST;TRUE;74005;2,Avenue du vernay;74200;22 740 001 700 074;FALSE;8;1;6;2;;2;;;;4;;;
190;Mairie de Plumaudan - Espace Cybercommune;TRUE;22032;Rue Cassiopée;22350;21 220 239 400 012;FALSE;2;;;;;;;;;;;;
191;PMS d'Evian;TRUE;74005;26, avenue des sources;74200;22 740 001 700 074;FALSE;8;7;56;6;;32;;;4;12;;9;10
192;Espace France Services de la Communauté de Communes Côte d'Emeraude;TRUE;35228;1 Esplanade des Equipages 35730 Pleurtuit;35730;24 350 072 500 110;TRUE;3;1;8;2;;;;;2;2;3;3;
193;PMS THONON EST;TRUE;74005;81 Avenue d'Evian;74200;22 740 001 700 074;FALSE;12;;;;;;;;;;;;
194;Pôle Médico-Social FAVERGES;TRUE;74072;30, route d'Albertville - FAVERGES;74210;22 740 001 700 074;FALSE;7;;;;;;;;;;;;
195;CCAS de Dunkerque - service Insertion socio-professionnelle;TRUE;59183;30 Rue du Chateau 59140 Dunkerque;59140;20 002 716 700 101;FALSE;1;;;;;;;;;;;;
196;FRANCE SERVICES PLOUHA;TRUE;22222;15 avenue Laennec 22580 Plouha;22580;21 220 222 000 019;TRUE;3;1;2;;;;;;;;;2;
197;PIMMS PORTES DE PROVENCE;TRUE;26116;130 Avenue de la Gare 26290 Donzère;26290;51 928 155 400 021;FALSE;12;87;237;32;;13;;;27;29;20;117;22
198;CCAS Dunkerque - Antenne de Dunkerque centre;TRUE;59183;Ruelle aux pommes;59140;20 002 716 700 101;FALSE;8;;;;;;;;;;;;
199;CCAS Dunkerque - Antenne de Jeu de mail / Petite-Synthe;TRUE;59183;3 - 5 rue du Jeu de Mail;59140;20 002 716 700 101;FALSE;11;1;10;2;2;2;2;;2;2;2;2;2
200;FRANCE SERVICES LE MENE;TRUE;22046;24 La Croix de Jeanne Even 22330 Le Mené BP3;22330;20 005 429 400 018;TRUE;1;;;;;;;;;;;;
201;Familles Rurales - Fédération des Côtes d'Armor;TRUE;22278;21 Boulevard Clemenceau;22000;32 623 239 400 048;FALSE;5;;;;;;;;;;;;
202;Maison France Services de Romillé;TRUE;35216;Place des Frères Aubert 35850 Romillé;35850;21 350 245 300 011;TRUE;3;;;;;;;;;;;;
203;Pôle médico-social de Thônes;TRUE;74160;4 Rue du Pré de Foire THONES;74230;22 740 001 700 074;FALSE;3;;;;;;;;;;;;
204;APIJE Étang de Thau;TRUE;34301;3 Place Delille 34200 Sète;34200;34 422 913 300 188;FALSE;0;;;;;;;;;;;;
205;POLE MEDICO-SOCIAL DE CLUSES;TRUE;74081;37 A RUE DU DR JACQUES ARNAUD;74300;22 740 001 700 074;FALSE;13;5;69;7;;27;;;6;27;;9;8
206;POLE MEDICO-SOCIAL  DE CHAMONIX;TRUE;74056;286 RUE DU LYRET;74400;22 740 001 700 074;FALSE;5;1;2;;;;;;;2;;;
207;POLE MEDICO-SOCIAL DE TANINGES;TRUE;74276;1 BIS CHARTREUSE DE MELAN TANINGES;74440;22 740 001 700 074;FALSE;4;;;;;;;;;;;;
208;POLE MEDICO-SOCIAL DE SALLANCHES;TRUE;74256;118 RUE GUER;74700;22 740 001 700 074;FALSE;8;9;121;;;30;;;21;61;2;39;16
210;POLE MEDICO-SOCIAL DE LA ROCHE SUR FORON;TRUE;74224;65 FAUBOURG SAINT-BERNARD;74800;22 740 001 700 074;FALSE;5;;;;;;;;;;;;
211;Pôle médico-social d'Annecy Le Vieux;TRUE;74010;35 rue de Verdun ANNECY;74940;22 740 001 700 074;FALSE;6;;;;;;;;;;;;
212;Pôle médico-social de St Julien en Genevois;TRUE;74243;3 rue du jura;74160;22 740 001 700 074;FALSE;10;;;;;;;;;;;;
213;Pôle médico-social de Reignier;TRUE;74220;391 grande rue;74930;22 740 001 700 074;FALSE;6;12;104;16;;34;;;10;41;2;27;18
214;POLE MEDICO-SOCIAL DE SCIONZIER;TRUE;74264;2 PLACE DU FORON;74950;22 740 001 700 074;FALSE;6;3;16;6;2;4;;;2;4;;;6
215;PMS Cran-Gevrier;TRUE;74010;1 passage des Halles Cran-Gevrier;74960;22 740 001 700 074;FALSE;6;;;;;;;;;;;;
216;Pôle Medico-social de Meythet;TRUE;74010;Imeuble le Rabelais,21  rte de frangy;74960;22 740 001 700 074;FALSE;6;5;24;;;8;;;2;11;;6;6
217;Pôle médico-social de Gaillard;TRUE;74133;6 Impasse des Hutins, Gaillard;74240;22 740 001 700 074;FALSE;8;;;;;;;;;;;;
218;pôle médico-social de St Jeoire;TRUE;74205;place de l'église;74490;22 740 001 700 074;FALSE;5;;;;;;;;;;;;
219;Mairie Jugon Les Lacs Commune Nouvelle;TRUE;22145;23 rue de Penthièvre  22270 Jugon-les-Lacs - Commune nouvelle;22270;20 005 671 100 019;FALSE;6;1;2;;;;;;2;;;;
220;France Services MONSOLS DEUX-GROSNES;TRUE;69135;6 place de la fontaine MONSOLS;69860;35 600 000 000 048;TRUE;2;;;;;;;;;;;;
221;FabLab H3O;TRUE;97402;11 Cite Artisanale;97412;81 796 720 100 028;FALSE;8;;;;;;;;;;;;
222;CCAS de Kani-Keli;TRUE;97609;1 Rue de la Mairie;97625;20 008 106 500 019;FALSE;10;;;;;;;;;;;;
223;France Services Mareuil;TRUE;24253;Boulevard Bouteiller;24340;35 600 000 002 306;TRUE;1;14;239;21;;13;2;;20;19;47;135;2
226;Mairie de CHATEAUBERNARD;TRUE;16102;2 rue de la commanderie;16100;21 160 089 500 018;FALSE;1;1;2;2;;;;;;;;;
227;CCAS de Fougères;TRUE;35115;88 Rue de la Forêt 35300 Fougères;35300;26 350 107 400 060;FALSE;8;1;5;;;;;;5;;;;
228;Commune de Saint-Solve;TRUE;19153;2 route de la Gare 19130 Saint-Solve;19130;21 192 420 400 012;FALSE;1;;;;;;;;;;;;
229;Prefecture de la Vienne;TRUE;86194;7 Place Aristide Briand 86000 Poitiers;86000;17 860 001 100 013;FALSE;3;;;;;;;;;;;;
230;Communauté de Communes du Pays de Saint-Yrieix;TRUE;87187;Rue du 8 mai 1945 87500 Saint-Yrieix-la-Perche;87500;24 870 018 900 017;FALSE;3;35;162;2;;8;;;;39;103;14;7
231;Commune de Saint Aubin du Cormier;TRUE;35253;3, rue de la Libération 35140 Saint-Aubin-du-Cormier;35140;21 350 253 700 011;FALSE;2;;;;;;;;;;;;
232;Maison France Service MTSAMBORO;TRUE;97612;Maison France Service, 12 Avenue du Stade de foot d'Hamjago;97630;20 006 817 900 015;FALSE;8;;;;;;;;;;;;
233;Accueil des Gens du Voyage en Ille et Vilaine;TRUE;35238;9 Rue François Tanguy-prigent 35000 Rennes;35000;13 000 586 100 039;FALSE;9;2;37;;;;;;5;3;29;;
234;CCAS de Saint-Louis (La Réunion);TRUE;97414;5 rue Victor Hugo - CS 41006 - SAINT-LOUIS CEDEX;97450;26 974 014 800 011;FALSE;40;257;2 204;468;22;461;432;16;442;584;440;454;446
235;CCAS Dunkerque - Antenne de Malo-les-Bains/Rosendaël;TRUE;59183;Place Ferdinand Schipman;59240;20 002 716 700 101;FALSE;11;1;3;;;;;;;2;;;2
236;Médiathèque Antoon Krings;TRUE;59249;9, rue Faidherbe;59610;21 590 249 500 013;FALSE;3;1;8;2;;2;2;2;2;2;2;;
237;MonAssisatnt Numérique, Littoral Opale;TRUE;62560;25 rue les Fermettes;62250;88 263 237 500 011;FALSE;1;;;;;;;;;;;;
238;CCAS TOURCOING ACTIFS EMPLOI;TRUE;59599;30 rue des Ursulines;59200;26 590 599 200 011;FALSE;42;40;402;79;40;85;43;27;82;85;44;108;80
239;CCAS Evian;TRUE;74218;2 ruelle de Nant d'Enfer;74500;26 741 008 200 015;FALSE;3;;;;;;;;;;;;
240;Mon Assistant Numérique Vichy;TRUE;03043;33 Rue de Lourdy 03110 Vendat;03110;88 525 349 200 015;FALSE;1;;;;;;;;;;;;
241;CCAS Aulnoy-lez-Valenciennes;TRUE;59606;2 Rue Jacques Prévert 59300 Aulnoy-lez-Valenciennes;59300;26 590 032 400 012;FALSE;5;;;;;;;;;;;;
242;PMS Seyssel;TRUE;74269;26 route de Savoie;74910;22 740 001 700 074;FALSE;4;;;;;;;;;;;;
243;VAL BLEU;TRUE;59606;57 AV DESANDROUIN;59300;42 362 826 200 184;FALSE;1;;;;;;;;;;;;
244;ASSOCIATION FAMILLES RURALES CHAVANAY;TRUE;42168;25 RUE DES REMPARTS;42410;32 518 455 400 013;FALSE;2;6;47;12;3;5;3;3;9;8;3;12;3
245;Maison des solidarités Ambert;TRUE;63113;24 Rue Saint-esprit 63000 Clermont-Ferrand/ 9 RUE DES CHAZEAUX;63000;22 630 001 000 015;FALSE;8;;;;;;;;;;;;
246;MDS Billom;TRUE;63040;Avenue de la république   Billom;63160;22 630 001 000 197;FALSE;7;;;;;;;;;;;;
247;Maison France Services Saint-Gervais-d'Auvergne;TRUE;63354;1 rue du Général Desaix 63390 Saint-Gervais-d'Auvergne;63390;21 630 354 500 018;TRUE;5;7;78;10;;8;4;;4;10;42;2;10
248;PMS CRUSEILLES;TRUE;74052;87 route d'annecy;74350;22 740 001 700 074;FALSE;5;;;;;;;;;;;;
249;PMS La Balme de Sillingy;TRUE;74272;26 route de Vivelle;74330;22 740 001 700 074;FALSE;5;;;;;;;;;;;;
250;FRANCE SERVICES FLEURIE;TRUE;69084;14 RUE DE WETTOLSHEIM RESIDENCE LE VERDONNET;69820;35 600 000 000 048;TRUE;2;;;;;;;;;;;;
251;CHRS AJAR;TRUE;59606;102 Avenue de Reims 59300 Valenciennes;59300;31 088 077 800 041;FALSE;10;;;;;;;;;;;;
252;MIFE / BIJ;TRUE;01053;8 Boulevard de Brou 01000 Bourg-en-Bresse;01000;77 554 402 600 799;FALSE;4;;;;;;;;;;;;
253;France services itinérant du Vermandois;TRUE;02065;RTE NATIONALE 44;02420;24 020 049 300 031;TRUE;5;81;467;25;17;51;28;17;104;66;35;220;44
254;CCAS LANGUIDIC;TRUE;56101;2 RUE DE LA MAIRIE;56440;26 560 069 200 015;FALSE;2;;;;;;;;;;;;
255;CCAS DE BANDRABOUA;TRUE;97602;238 RUE DE L'HOTEL DE VILLE;97650;20 005 661 200 019;FALSE;11;1;2;;;;;;;;;2;
256;PIMMS DE QUIMPER CORNOUAILLE;TRUE;29232;2 RUE ILE DE MAN;29000;49 852 941 100 031;FALSE;2;;;;;;;;;;;;
257;Ccas de Sada;TRUE;97616;RUE DU GRAND CADI;97640;20 005 132 400 016;FALSE;22;1;3;;;;;;;3;;;
258;Mission Locale du Pays de Vitré;TRUE;35360;9 PLACE DU CHAMP DE FOIRE, 35500, VITRE;35500;37 824 760 500 025;FALSE;2;;;;;;;;;;;;
259;La Poste Sens-de-Bretagne;TRUE;35326;5005 PL DE LA GARE;35490;35 600 000 011 275;FALSE;3;;;;;;;;;;;;
260;Centre Communal d'Action Sociale de Dzaoudzi-Labattoir;TRUE;97608;11 rue Papa Albert BP 221;97615;20 004 780 100 010;FALSE;10;;;;;;;;;;;;
261;EMERAUDE COMPETENCES MFR;TRUE;35288;5 Rue Emmanuel le Guen 35400 Saint-Malo;35400;52 886 246 900 038;FALSE;2;;;;;;;;;;;;
262;CENTRE COMMUNAL D'ACTION SOCIALE DE DEMBENI;TRUE;97607;PL DE LA MAIRIE;97660;20 007 445 800 015;FALSE;5;;;;;;;;;;;;
263;Maison de l'Emploi et des services Bain-de-Bretagne;TRUE;35012;"Bâtiment ""Le Steriad"" 2 allée de l'Ille, parc d'activités de Château Gaillard 35470 Bain-de-Bretagne";35470;20 007 066 200 016;FALSE;1;;;;;;;;;;;;
264;Mairie Évran;TRUE;22308;12 Rue de la Mairie, 22630  Evran;22630;21 220 056 200 016;FALSE;1;5;12;2;;;;;2;;4;2;3
265;Médiathèque Alfred Jarry;TRUE;35334;Place de l'Europe, 35235 Thorigné-Fouillard, France;35235;21 350 334 500 182;FALSE;2;;;;;;;;;;;;
266;CCAS COTEAUX DU BLANZACAIS;TRUE;16046;2 Route de Villebois Lavalette 16250 Coteaux-du-Blanzacais;16250;20 008 314 500 017;FALSE;3;;;;;;;;;;;;
267;Communauté de communes du Pays entre Loire et Rhône;TRUE;42289;6 RUE DE LA TETE NOIRE;42470;24 420 063 000 014;FALSE;5;2;8;;;;;;;5;3;;
268;COMMUNAUTE DE COMMUNES DU PAYS GRENADOIS;TRUE;40240;14 Place des Tilleuls 40270 Grenade-sur-l'Adour;40270;24 400 082 400 064;FALSE;3;12;76;15;;3;;;10;9;15;27;3
269;MAIRIE DE TAISNIERES EN THIERACHE;TRUE;59331;La Place 59550 Taisnières-en-Thiérache;59550;21 590 583 700 013;FALSE;1;2;6;;;2;;;4;2;;;
270;CAESM - Direction de la Cohésion Sociale;TRUE;97207;1 rue Zizine et des Etages;97224;24 972 005 300 019;FALSE;6;114;1 679;190;54;380;55;43;355;616;208;381;289
271;Mairie de Baignes-Sainte-Radegonde;TRUE;16025;30 rue du Général de Gaulle;16360;21 160 025 900 017;FALSE;3;;;;;;;;;;;;
272;EPN Montanou;TRUE;47001;Rue de Montanou;47000;21 470 001 500 016;FALSE;2;;;;;;;;;;;;
273;EPN Barleté;TRUE;47001;Rue Marcel Pagnol;47000;21 470 001 500 016;FALSE;0;;;;;;;;;;;;
274;France Services Le Dorat;TRUE;87059;14 Rue Robert Lapeyriere;87210;35 600 000 000 048;TRUE;2;27;59;6;;2;;;4;14;36;;
275;Maison France Services de Pontgibaud;TRUE;63285;5 rue du frère Genestier 63230 Pontgibaud;63230;21 630 285 100 011;TRUE;4;;;;;;;;;;;;
276;Maison France Services de Giat;TRUE;63165;1 place du champs de foire;63620;20 007 121 500 012;TRUE;3;;;;;;;;;;;;
277;Maison France Services de Bourg Lastic;TRUE;63048;4 route de Tulle;63760;20 007 121 500 012;TRUE;3;1;5;2;;2;;;;;;2;2
278;Maison France Services de Herment;TRUE;63470;Grande rue;63470;20 007 121 500 012;TRUE;2;;;;;;;;;;;;
279;Maison France Services Pontaumur;TRUE;63283;6 Avenue du Marronnier Pontaumur;63380;20 007 121 500 012;TRUE;8;2;10;;;;;;3;;7;;
280;MDS ST ELOY;TRUE;63338;10 RUE JEAN JAURES SAINT ELOY LES MINES;63700;22 630 001 000 015;FALSE;3;1;3;;;;;;;;3;;
281;Mon Assistant Numérique Limoges;TRUE;87085;23 rue du crucifix;87000;88 901 108 600 010;FALSE;1;;;;;;;;;;;;
284;PIMMS AMPLEPUIS;TRUE;69006;Place de la Gare 69550 Amplepuis;69550;51 805 568 600 027;FALSE;0;;;;;;;;;;;;
285;centre social Moulin à Vent;TRUE;69259;47 Rue du Professeur Roux 69200 Vénissieux;69200;32 692 314 100 013;FALSE;2;;;;;;;;;;;;
286;Maison du Rhône de Beaujeu;TRUE;69018;35 rue de la Chapelle du Prince;69430;22 690 001 700 014;FALSE;8;2;13;2;;2;;;5;2;;6;2
287;Maison du Rhône de Chaponost;TRUE;69043;2 Route des Troques;69630;22 690 001 700 014;FALSE;7;;;;;;;;;;;;
288;Association ESTIME;TRUE;69199;3 ALL DU MERLE ROUGE;69190;35 275 174 700 077;FALSE;2;;;;;;;;;;;;
289;France Services Pays Mornantais;TRUE;69241;RTE ST LAURENT D'AGNY;69440;24 690 074 000 035;TRUE;7;;;;;;;;;;;;
291;CCAS de Langueux;TRUE;22106;2 Rue de Brest 22360 Langueux;22360;26 220 076 900 012;FALSE;2;;;;;;;;;;;;
292;CCAS de Theix-Noyalo;TRUE;56251;PL DU GENERAL DE GAULLE CS 70050;56450;20 005 597 800 015;FALSE;1;4;32;5;;6;;;3;9;;10;3
295;CCAS de LAMBRES-LEZ-DOUAI;TRUE;59156;1 Rue Jules Ferry 59552 Lambres-lez-Douai;59552;26 590 329 400 014;FALSE;2;31;109;29;;7;;;20;13;16;14;20
296;FRANCE SERVICES EBREUIL;TRUE;03107;21 ALLEE DU CHEMIN DE FER;03450;20 007 138 900 015;TRUE;5;42;834;19;;76;18;;104;254;94;374;79
297;ULAMiR-CPIE Pays de Morlaix;TRUE;29113;Salle Steredenn, 29620, LANMEUR;29620;30 079 634 900 011;FALSE;3;;;;;;;;;;;;
298;Le CISI (Chantier d'Insertion Sud Isère);TRUE;38545;24 Avenue de Rivalta 38450 Vif;38450;42 358 986 000 026;FALSE;2;;;;;;;;;;;;
299;Association Départementale des Pupilles de l'Enseignement Public de l'Allier;TRUE;03321;Rue de Bellevue 03400 Yzeure;03400;77 554 924 900 099;FALSE;2;;;;;;;;;;;;
300;Cyberlan;TRUE;56098;1 RUE LOUIS ARAGON 56600 LANESTER;56600;21 560 098 200 262;FALSE;2;;;;;;;;;;;;
301;commune;TRUE;38130;306 Route de Beaurepaire (Semons) 38260 Porte-des-Bonnevaux;38260;20 008 487 900 010;FALSE;1;;;;;;;;;;;;
302;France Services Plélo;TRUE;22182;PL DU 11 NOVEMBRE, 22170, Plélo;22170;21 220 182 600 089;TRUE;3;48;403;;;33;;;5;23;18;325;
303;centre commnual d'action sociale de Trégueux;TRUE;22360;1 RUE DE LA REPUBLIQUE 22950 Trégueux;22950;26 220 081 900 015;FALSE;2;3;8;2;;;;;;6;;;
304;CCAS de Lallaing;TRUE;59327;44 rue Faidherbe 59167 Lallaing;59167;26 590 327 800 017;FALSE;4;;;;;;;;;;;;
305;Association Familles Rurales des Collines;TRUE;26148;1 Square Ferdinand Cheval;26390;49 993 647 400 026;FALSE;2;;;;;;;;;;;;
306;CCAS commune Saint Didier de Formans (Ain);TRUE;01427;100 Rue de la Mairie 01600 Saint-Didier-de-Formans;01600;26 010 274 400 018;FALSE;1;2;11;;;;;;3;3;5;;
307;CIAS du Val de Drôme en Biovallée;TRUE;26108;96 Ronde des Alisiers 26400 Eurre;26400;24 260 025 200 140;FALSE;3;;;;;;;;;;;;
308;FRANCE SERVICES ANOR;TRUE;59012;9 RUE GEORGES CLEMENCEAU;59186;17 590 001 800 011;TRUE;1;;;;;;;;;;;;
309;FRANCE SERVICES LIVRON;TRUE;26165;90 avenue Joseph Combier;26250;24 260 025 200 140;TRUE;3;;;;;;;;;;;;
310;FRANCE SERVICES LORIOL-SUR-DRÔME;TRUE;26166;Place de la Fraternité;26270;24 260 025 200 140;TRUE;1;;;;;;;;;;;;
311;MSAP BEAUFORT SUR GERVANNE;TRUE;26108;route de Suze 26400 BEAUFORT SUR GERVANNE;26400;24 260 025 200 140;FALSE;2;;;;;;;;;;;;
312;France services Haut-Bugey, Nantua;TRUE;01283;57 Rue René Nicod 01100 Oyonnax;01100;20 004 293 500 011;TRUE;1;;;;;;;;;;;;
313;MAIRIE DE FRIERES-FAILLOUEL;TRUE;02336;6 Place André Rullier;02700;21 020 317 000 019;FALSE;1;;;;;;;;;;;;
314;CCAS de Beauvais;TRUE;60057;1 Rue Desgroux 60000 Beauvais;60000;26 600 057 900 018;FALSE;2;6;54;;;;;;;;40;;14
315;France services Coeur de Savoie de Valgelon La Rochette;TRUE;73171;Place Albert Serraz 73800 Montmélian;73800;20 004 101 000 014;TRUE;4;;;;;;;;;;;;
316;CCAS de BADEN;TRUE;56008;17C rue Gilles Gahinet;56870;26 560 102 100 040;FALSE;2;;;;;;;;;;;;
317;CCAS de Gaillard;TRUE;74133;cours de la république;74240;21 740 133 000 014;FALSE;6;3;35;5;;8;;;5;14;5;5;5
318;MDS Cournon;TRUE;63124;34 place Jean Jaurès;63800;22 630 001 000 015;FALSE;11;4;35;5;4;6;4;4;4;5;4;10;7
319;France Services AGORA;TRUE;57490;05 rue Berthelot;1500;24 010 088 300 018;TRUE;3;;;;;;;;;;;;
320;France Services Albarine;TRUE;57490;108 rue de Docteur Temporal;1230;24 010 088 300 018;TRUE;0;;;;;;;;;;;;
321;Centre Communal d'Action Sociale de Wallers-Arenberg;TRUE;59632;15 Rue Marcel Danna 59135 Wallers;59135;26 590 632 100 012;FALSE;5;2;4;;;;;;2;;2;;
323;"Centre socio-culturel ""Le nouvel'air""";TRUE;59036;26 bis rue des prés;59440;21 590 036 600 018;FALSE;3;4;89;10;;17;;;25;35;;;13
324;CCAS de Roubaix;TRUE;59512;9 RUE PELLART;59100;26 590 512 500 018;FALSE;29;175;3 341;1 115;487;626;284;9;441;537;279;470;488
325;CCAS - Mairie de LA CLUSAZ;TRUE;74080;1 PL DE L'EGLISE;74220;21 740 080 300 011;FALSE;2;;;;;;;;;;;;
326;CCAS de PETITE-FORET;TRUE;59459;80 RUE JEAN JAURES;59494;26 590 459 900 015;FALSE;5;2;5;;;;;;;3;;2;
327;Mon Assistant Numérique Chalon-sur-Saône;TRUE;71343;1 Rue Neuve 71150 Rully;71150;85 345 555 800 017;FALSE;1;;;;;;;;;;;;
328;Centre de Ressources Numériques de Bellevue;TRUE;71014;rue des Maquis de l'Autunois;71400;20 007 053 000 015;FALSE;4;1;4;;;;;;;;4;;
329;France Services Rougemont;TRUE;25567;5 place du marché;25680;20 006 829 400 012;TRUE;1;;;;;;;;;;;;
330;Maison des Séniors;TRUE;25056;8 Rue Pasteur;25000;26 250 056 400 014;FALSE;12;4;77;18;;13;11;;16;30;11;6;16
331;MSAP L'Isle sur le Doubs;TRUE;25315;10 rue des Prés Verts;25250;20 006 829 400 012;FALSE;2;2;50;8;5;11;5;5;7;11;10;12;9
332;MSAP Clerval;TRUE;25018;Place de l'hôtel de ville;25340;20 006 829 400 012;FALSE;0;;;;;;;;;;;;
333;Bibliothèque Médiathèque François Mitterrand;TRUE;21166;PLACE COLUCHE;21300;21 210 166 100 016;FALSE;1;;;;;;;;;;;;
334;CCAS BOURG DE PEAGE;TRUE;26004;RUE DU DOCTEUR EYNARD;26300;21 260 057 100 013;FALSE;3;;;;;;;;;;;;
335;UTAS ST QUENTIN;TRUE;02691;32 BD Camille GUERIN;2100;22 020 002 600 015;FALSE;68;34;251;96;;65;6;;45;85;2;19;47
337;CCAS Mairie de Prévessin-Moëns;TRUE;01313;27 Chemin de l'Eglise;01280;21 010 313 100 012;FALSE;3;;;;;;;;;;;;
338;France Services itinérant du Montreuillois;TRUE;62041;Rue André Gatoux;62000;51 948 215 200 013;TRUE;8;2;15;2;2;2;2;2;2;2;6;2;2
339;Bibliothèque municipale - Mairie le Touvet;TRUE;38511;700 GRANDE RUE;38660;21 380 511 200 017;FALSE;2;;;;;;;;;;;;
340;Conseil départemental de Mayotte;TRUE;97611;RUE DU COMMERCE;97600;22 985 000 300 018;FALSE;50;4;8;2;;;;;;4;;2;
341;LA POSTE   LACHAPELLE-AUX-POTS;TRUE;60591;10 Avenue Tristan Klingsor;60650;35 600 000 000 048;FALSE;0;;;;;;;;;;;;
342;CCAS DE MAMOUDZOU;TRUE;97611;BOULEVARD HALIDI SELEMANI MAMOUDZOU  HOTEL DE VILLE;97600;20 005 158 900 014;FALSE;3;2;12;;;5;;;;5;;3;3
343;Centre Communal d'Action Sociale de M'Tsangamouji;TRUE;97602;407 Boulevard Amir Ridjali;97650;20 007 467 200 011;FALSE;8;1;4;;;2;;;2;2;;;
344;CCAS de Chirongui;TRUE;97604;PL DE L'HOTEL DE VILLE;97620;20 005 299 100 011;FALSE;16;;;;;;;;;;;;
345;CENTRE COMMUNAL D'ACTION SOCIALE PAMANDZI;TRUE;97615;PL DE LA MAIRIE;97615;20 004 739 700 019;FALSE;6;2;7;;;;;;;;;7;
346;France Services Saint Philippe;TRUE;97417;28 C rue Leconte de Lisle;97442;35 600 000 000 048;TRUE;3;;;;;;;;;;;;
347;Association Réunionnaise d'Education Populaire;TRUE;97416;CITE SIDR FRONT DE MER;97410;31 958 867 900 013;FALSE;14;2;6;;;2;;;;2;;;4
348;Webcup Campus Saint-Pierre;TRUE;97416;2 rue Bory Saint-Vincent;97410;52 172 441 900 028;FALSE;13;;;;;;;;;;;;
349;Webcup Campus Saint-Denis;TRUE;97411;208 RUE DU MARECHAL LECLERC;97400;52 172 441 900 028;FALSE;4;;;;;;;;;;;;
350;France Services Argentonnay;TRUE;79013;4 PL LEOPOLD BERGEON;79150;20 005 599 400 236;TRUE;2;;;;;;;;;;;;
351;COMMUNE DE VARS SUR ROSEIX;TRUE;19279;4 Rue des écoles;19130;21 192 790 000 012;FALSE;1;;;;;;;;;;;;
352;france services mansac;TRUE;19124;23 RUE PRINCIPALE;19520;35 600 000 064 263;TRUE;3;;;;;;;;;;;;
353;Bains Douches Numériques de Tulle;TRUE;19272;1 Place Martial Brigouleix;19000;82 905 117 600 016;FALSE;2;;;;;;;;;;;;
354;france services Sauzé-Vaussais;TRUE;79150;40 grand rue;79190;20 006 975 500 011;TRUE;5;;;;;;;;;;;;
355;MAIRIE DE MONTGIBAUD;TRUE;19121;15 PLACE DES TILLEULS;19210;21 191 440 300 012;FALSE;1;2;5;;;;;;5;;;;
356;Maison France Services de La Force;TRUE;24222;2 rue Jean Miquel;24130;20 007 064 700 017;TRUE;3;148;959;320;26;107;36;23;200;218;232;99;91
357;France Services de Rochechouart;TRUE;87126;2 place des Halles;87600;17 870 001 900 015;TRUE;2;19;45;;;4;;;5;8;28;2;
